A_PRGID,A_USERID,A_SYSDT,U_PRGID,U_USERID,U_SYSDT,CARD_TYPE,CARD_VERSION,COLUNM,LEVEL1,LEVEL2_S,LEVEL2_E,SCORE
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,CAR_YEAR,NULL,10,99,35
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,CAR_YEAR,NULL,5,9,34
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,CAR_YEAR,NULL,4,4,28
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,CAR_YEAR,NULL,3,3,24
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,CAR_YEAR,NULL,0,2,17
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,LIST_MONTH,NULL,33,999,22
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,LIST_MONTH,NULL,25,32,25
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,LIST_MONTH,NULL,21,24,31
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,LIST_MONTH,NULL,17,20,33
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,LIST_MONTH,NULL,0,16,36
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,20,20,37
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,21,21,37
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,22,22,37
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,"A         ",22,22,37
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,"A         ",23,23,37
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,"A         ",06,06,37
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,16,16,35
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,"A         ",16,16,35
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,23,23,35
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,06,06,35
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,14,14,34
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,15,15,34
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,04,04,34
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,05,05,34
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,12,12,28
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,02,02,28
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,11,11,24
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,03,03,24
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,01,01,19
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,PROJECT_TP,NULL,13,13,19
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,SALES_STS,"AGENT     ",1,1,36
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,SALES_STS,"UCD       ",2,2,36
期中卡,IT,2019-11-27 08:52:30.537,期中卡,IT,2019-11-27 08:52:36.257,H,1,SALES_STS,"HFC       ",3,3,25
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,CUS_SEX,NULL,1,1,27
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,CUS_SEX,NULL,2,2,18
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,CUS_SEX,NULL,3,3,18
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,EDUCAT_BACK,NULL,02,02,55
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,EDUCAT_BACK,NULL,05,05,41
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,EDUCAT_BACK,NULL,04,04,30
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,EDUCAT_BACK,NULL,06,06,30
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,CAREA_NO1,NULL,1,1,27
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,CAREA_NO1,NULL,0,0,21
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,CAREA_NO2,NULL,1,1,42
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,CAREA_NO2,NULL,0,0,13
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,CAR_YEAR,NULL,12,99,27
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,CAR_YEAR,NULL,6,11,26
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,CAR_YEAR,NULL,3,5,19
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,CAR_YEAR,NULL,0,2,17
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,LIST_MONTH,NULL,20,999,17
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,LIST_MONTH,NULL,16,19,27
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,LIST_MONTH,NULL,8,15,33
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,LIST_MONTH,NULL,0,7,24
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,20,20,28
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,"A         ",22,22,28
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,03,03,28
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,04,04,28
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,"A         ",23,23,31
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,05,05,31
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,06,06,31
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,"A         ",06,06,31
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,14,14,26
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,16,16,26
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,"A         ",16,16,26
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,12,12,22
滿期5年以上卡,IT,2019-11-27 08:52:30.537,滿期5年以上卡,21251,2019-11-27 08:52:36.257,E5,1,CO_NUM_NM,"釣魚臺       ",NULL,NULL,1
機車卡,IT,2019-11-27 08:52:30.537,機車卡,IT,2024-01-26 15:41:22.940,M,1,CO_NUM_NM,"南海諸       ",NULL,NULL,1
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,02,02,22
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,11,11,21
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,01,01,17
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,EDUCAT_BACK,NULL,02,02,45
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,13,13,17
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,15,15,17
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,21,21,17
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,22,22,17
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,PROJECT_TP,NULL,23,23,17
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,AGE,NULL,0,41,26
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,AGE,NULL,42,49,23
電銷中結卡,IT,2019-09-04 09:44:04.980,電銷中結卡,IT,2019-09-04 09:44:04.980,S,1,AGE,NULL,50,56,20
電銷中結卡,IT,2019-09-04 09:49:14.817,電銷中結卡,IT,2019-09-04 09:49:14.817,S,1,EDUCAT_BACK,NULL,03,03,12
電銷中結卡,IT,2019-09-04 09:57:05.790,電銷中結卡,IT,2019-09-04 09:57:05.790,S,1,EDUCAT_BACK,NULL,01,01,12
電銷中結卡,IT,2019-09-04 09:57:14.573,電銷中結卡,IT,2019-09-04 09:57:14.573,S,1,EDUCAT_BACK,NULL,07,07,12
電銷中結卡,IT,2019-09-04 10:19:44.953,電銷中結卡,IT,2019-09-04 10:19:44.953,S,1,AGE,NULL,57,200,13
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,EDUCAT_BACK,NULL,05,06,22
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,EDUCAT_BACK,NULL,04,04,17
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,EDUCAT_BACK,NULL,01,01,15
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,CAREA_NO1,NULL,0,0,18
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,CAREA_NO1,NULL,1,1,27
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,CAREA_NO2,NULL,1,1,54
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,CAREA_NO2,NULL,0,0,7
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"南投縣       ",NULL,NULL,35
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"嘉義市       ",NULL,NULL,35
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"嘉義縣       ",NULL,NULL,35
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,LIST_MONTH,NULL,40,999,33
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,LIST_MONTH,NULL,21,39,12
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,LIST_MONTH,NULL,12,20,18
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,LIST_MONTH,NULL,0,11,24
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,20,20,25
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,"A         ",22,22,25
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,03,03,22
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,04,04,25
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,"A         ",23,23,25
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,05,05,25
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,06,06,22
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,"A         ",06,06,25
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,14,14,25
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,16,16,22
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,"A         ",16,16,25
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,12,12,22
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,02,02,20
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,11,11,20
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,01,01,17
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,13,13,25
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,15,15,25
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,21,21,25
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,22,22,25
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,PROJECT_TP,NULL,23,23,17
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,AGE,NULL,0,34,24
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,AGE,NULL,35,44,20
滿期卡,IT,2019-09-04 09:44:04.980,滿期卡,IT,2019-09-04 09:44:04.980,E,1,AGE,NULL,45,57,19
滿期卡,IT,2019-09-04 09:49:14.817,滿期卡,IT,2019-09-04 09:49:14.817,E,1,EDUCAT_BACK,NULL,03,03,15
機車卡,IT,2019-11-27 08:52:30.537,機車卡,21251,2019-11-27 08:52:36.257,M,1,CPOST_NUM_NM,"屏東縣       ",NULL,NULL,26
滿期卡,IT,2019-09-04 09:57:14.573,滿期卡,IT,2019-09-04 09:57:14.573,E,1,EDUCAT_BACK,NULL,07,99,15
滿期卡,IT,2019-09-04 10:19:44.953,滿期卡,IT,2019-09-04 10:19:44.953,E,1,AGE,NULL,58,200,17
滿期卡,21251,2019-11-27 08:52:30.537,滿期卡,21251,2019-11-27 08:52:36.257,E,1,LOAN_RATE,NULL,0,55,17
滿期卡,21251,2019-11-27 08:52:30.537,滿期卡,21251,2019-11-27 08:52:36.257,E,1,LOAN_RATE,NULL,56,69,18
滿期卡,21251,2019-11-27 08:52:30.537,滿期卡,21251,2019-11-27 08:52:36.257,E,1,LOAN_RATE,NULL,70,75,19
滿期卡,21251,2019-11-27 08:52:30.537,滿期卡,21251,2019-11-27 08:52:36.257,E,1,LOAN_RATE,NULL,76,85,21
滿期卡,21251,2019-11-27 08:52:30.537,滿期卡,21251,2019-11-27 08:52:36.257,E,1,LOAN_RATE,NULL,86,108,22
滿期卡,21251,2019-11-27 08:52:30.537,滿期卡,21251,2019-11-27 08:52:36.257,E,1,LOAN_RATE,NULL,109,999,24
滿期卡,21251,2019-11-27 08:52:30.537,滿期卡,21251,2019-11-27 08:52:36.257,E,1,SALES_STS,"HFC       ",3,3,20
滿期卡,21251,2019-11-27 08:52:30.537,滿期卡,21251,2019-11-27 08:52:36.257,E,1,SALES_STS,"AGENT     ",1,1,10
滿期卡,21251,2019-11-27 08:52:30.537,滿期卡,21251,2019-11-27 08:52:36.257,E,1,SALES_STS,"UCD       ",2,2,10
機車卡,IT,2019-11-27 08:52:30.537,機車卡,21251,2019-11-27 08:52:36.257,M,1,CPOST_NUM_NM,"彰化縣       ",NULL,NULL,29
機車卡,IT,2019-11-27 08:52:30.537,機車卡,21251,2019-11-27 08:52:36.257,M,1,CPOST_NUM_NM,"新北市       ",NULL,NULL,26
機車卡,IT,2019-11-27 08:52:30.537,機車卡,21251,2019-11-27 08:52:36.257,M,1,CPOST_NUM_NM,"新竹市       ",NULL,NULL,31
中結5年以上卡,IT,2019-09-04 09:44:04.980,中結5年以上卡,IT,2019-09-04 09:44:04.980,S5,1,EDUCAT_BACK,NULL,02,02,35
中結5年以上卡,IT,2019-09-04 09:44:04.980,中結5年以上卡,IT,2019-09-04 09:44:04.980,S5,1,EDUCAT_BACK,NULL,05,05,28
中結5年以上卡,IT,2019-09-04 09:44:04.980,中結5年以上卡,IT,2019-09-04 09:44:04.980,S5,1,EDUCAT_BACK,NULL,04,04,18
中結5年以上卡,IT,2019-09-04 09:44:04.980,中結5年以上卡,IT,2019-09-04 09:44:04.980,S5,1,EDUCAT_BACK,NULL,06,07,35
中結5年以上卡,IT,2019-09-04 09:44:04.980,中結5年以上卡,IT,2019-09-04 09:44:04.980,S5,1,CAREA_NO1,NULL,0,0,14
中結5年以上卡,IT,2019-09-04 09:44:04.980,中結5年以上卡,IT,2019-09-04 09:44:04.980,S5,1,CAREA_NO1,NULL,1,1,45
中結5年以上卡,IT,2019-09-04 09:44:04.980,中結5年以上卡,IT,2019-09-04 09:44:04.980,S5,1,CAREA_NO2,NULL,1,1,27
中結5年以上卡,IT,2019-09-04 09:44:04.980,中結5年以上卡,IT,2019-09-04 09:44:04.980,S5,1,CAREA_NO2,NULL,0,0,15
機車卡,IT,2019-11-27 08:52:30.537,機車卡,21251,2019-11-27 08:52:36.257,M,1,CPOST_NUM_NM,"新竹縣       ",NULL,NULL,31
中結5年以上卡,IT,2019-09-04 09:44:04.980,中結5年以上卡,IT,2019-09-04 09:44:04.980,S5,1,CAR_YEAR,NULL,13,99,7
中結5年以上卡,IT,2019-09-04 09:44:04.980,中結5年以上卡,IT,2019-09-04 09:44:04.980,S5,1,CAR_YEAR,NULL,10,12,21
中結5年以上卡,IT,2019-09-04 09:44:04.980,中結5年以上卡,IT,2019-09-04 09:44:04.980,S5,1,CAR_YEAR,NULL,0,9,25
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"基隆市       ",NULL,NULL,23
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"宜蘭縣       ",NULL,NULL,31
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"屏東縣       ",NULL,NULL,35
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"彰化縣       ",NULL,NULL,31
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"新北市       ",NULL,NULL,23
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"新竹市       ",NULL,NULL,23
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"新竹縣       ",NULL,NULL,23
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"桃園市       ",NULL,NULL,28
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"澎湖縣       ",NULL,NULL,35
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"臺北市       ",NULL,NULL,35
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"臺中市       ",NULL,NULL,28
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"臺南市       ",NULL,NULL,31
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"臺南縣       ",NULL,NULL,31
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"臺東縣       ",NULL,NULL,35
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"花蓮縣       ",NULL,NULL,23
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"苗栗縣       ",NULL,NULL,31
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"連江縣       ",NULL,NULL,1
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"金門縣       ",NULL,NULL,1
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"雲林縣       ",NULL,NULL,31
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,CO_NUM_NM,"高雄市       ",NULL,NULL,17
機車卡,IT,2019-11-27 08:52:30.537,機車卡,21251,2019-11-27 08:52:36.257,M,1,HPOST_NUM_NM,"釣魚臺       ",NULL,NULL,30
中結5年以上卡,IT,2019-09-04 09:44:04.980,中結5年以上卡,IT,2019-09-04 09:44:04.980,S5,1,LOAN_RATE,NULL,77,113,20
中結5年以上卡,IT,2019-09-04 09:44:04.980,中結5年以上卡,IT,2019-09-04 09:44:04.980,S5,1,AGE,NULL,0,34,26
中結5年以上卡,IT,2019-09-04 09:44:04.980,中結5年以上卡,IT,2019-09-04 09:44:04.980,S5,1,AGE,NULL,35,38,22
中結5年以上卡,IT,2019-09-04 09:44:04.980,中結5年以上卡,IT,2019-09-04 09:44:04.980,S5,1,AGE,NULL,39,56,20
中結5年以上卡,IT,2019-09-04 09:49:14.817,中結5年以上卡,IT,2019-09-04 09:49:14.817,S5,1,EDUCAT_BACK,NULL,03,03,20
中結5年以上卡,IT,2019-09-04 09:57:05.790,中結5年以上卡,IT,2019-09-04 09:57:05.790,S5,1,EDUCAT_BACK,NULL,01,01,7
中結5年以上卡,IT,2019-09-04 09:57:14.573,中結5年以上卡,IT,2019-09-04 09:57:14.573,S5,1,EDUCAT_BACK,NULL,08,99,7
中結5年以上卡,IT,2019-09-04 10:19:44.953,中結5年以上卡,IT,2019-09-04 10:19:44.953,S5,1,AGE,NULL,57,61,19
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,HPOST_NUM_NM,"臺北市       ",NULL,NULL,13
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,HPOST_NUM_NM,"嘉義縣       ",NULL,NULL,21
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,HPOST_NUM_NM,"嘉義市       ",NULL,NULL,21
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,HPOST_NUM_NM,"南投縣       ",NULL,NULL,31
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,HPOST_NUM_NM,"新北市       ",NULL,NULL,13
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,HPOST_NUM_NM,"澎湖縣       ",NULL,NULL,31
中結5年以上卡,21251,2019-11-27 08:52:30.537,中結5年以上卡,21251,2019-11-27 08:52:36.257,S5,1,HPOST_NUM_NM,"屏東縣       ",NULL,NULL,18
