A_PRGID,A_USERID,A_SYSDT,U_PRGID,U_USERID,U_SYSDT,LIST_NO,DEPTID_M,EMPLID,RATION,PROD_TYPE
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",20938,3.9,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",20981,3.9,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",21093,3.5,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",21208,3.5,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",21327,3.9,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",21328,3.5,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",21408,4.5,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",21575,3.5,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",21647,3.9,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",21648,3.9,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",21649,3.9,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",21831,3.5,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",21832,3.5,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",22039,3.5,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",22049,3.5,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",22157,3.5,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",22252,3.5,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",22253,3.5,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",22254,3.5,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",22257,3.5,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",22259,3.5,01
OBA0020,30001,2021-06-24 15:55:07.863,OBA0020,30001,2021-06-24 15:55:07.863,OB202107001,"XVC0                                              ",22315,3.5,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",21969,4.1,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22158,4.1,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22159,4.1,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22160,4.1,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22161,4.1,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22162,4.1,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22281,4.1,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22282,4.1,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22283,4.1,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22284,4.1,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22285,4.1,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22286,4.1,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22287,4.1,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22288,4.1,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22289,4.1,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22290,4.0,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22291,4.0,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22292,4.0,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22293,4.0,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22294,4.0,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22295,4.0,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22304,4.0,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22334,3.5,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22350,3.5,01
OBA0020,30004,2021-06-24 16:09:57.707,OBA0020,30004,2021-06-24 16:09:57.707,OB202107001,"XVE4                                              ",22394,3.5,01
OBA0020,30003,2021-06-24 16:04:17.780,OBA0020,30003,2021-06-24 16:04:17.780,OB202107001,"XXC0                                              ",21650,10.0,01
OBA0020,30003,2021-06-24 16:04:17.780,OBA0020,30003,2021-06-24 16:04:17.780,OB202107001,"XXC0                                              ",21835,9.0,01
OBA0020,30003,2021-06-24 16:04:17.780,OBA0020,30003,2021-06-24 16:04:17.780,OB202107001,"XXC0                                              ",21953,9.0,01
OBA0020,30003,2021-06-24 16:04:17.780,OBA0020,30003,2021-06-24 16:04:17.780,OB202107001,"XXC0                                              ",22262,9.0,01
OBA0020,30003,2021-06-24 16:04:17.780,OBA0020,30003,2021-06-24 16:04:17.780,OB202107001,"XXC0                                              ",22263,9.0,01
OBA0020,30003,2021-06-24 16:04:17.780,OBA0020,30003,2021-06-24 16:04:17.780,OB202107001,"XXC0                                              ",22267,9.0,01
OBA0020,30003,2021-06-24 16:04:17.780,OBA0020,30003,2021-06-24 16:04:17.780,OB202107001,"XXC0                                              ",22269,9.0,01
OBA0020,30003,2021-06-24 16:04:17.780,OBA0020,30003,2021-06-24 16:04:17.780,OB202107001,"XXC0                                              ",22271,9.0,01
OBA0020,30003,2021-06-24 16:04:17.780,OBA0020,30003,2021-06-24 16:04:17.780,OB202107001,"XXC0                                              ",22303,9.0,01
OBA0020,30003,2021-06-24 16:04:17.780,OBA0020,30003,2021-06-24 16:04:17.780,OB202107001,"XXC0                                              ",22306,9.0,01
OBA0020,30003,2021-06-24 16:04:17.780,OBA0020,30003,2021-06-24 16:04:17.780,OB202107001,"XXC0                                              ",22307,9.0,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",20201,3.0,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",20742,3.8,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",20777,3.8,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",20826,3.4,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",20829,3.8,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",20873,4.2,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",20938,3.8,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",20981,3.8,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",21093,3.4,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",21208,3.4,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",21327,3.8,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",21328,3.4,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",21408,4.2,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",21575,3.4,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",21647,3.8,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",21648,3.8,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",21649,3.8,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",21831,3.4,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",21832,3.4,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",22039,3.4,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",22049,3.4,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",22157,3.4,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",22252,3.4,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",22253,3.4,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",22254,3.4,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",22257,3.4,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",22259,3.4,01
OBA0020,30001,2021-07-27 09:14:37.523,OBA0020,30001,2021-07-27 09:14:37.523,OB202108001,"XVE1                                              ",22315,3.4,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",20505,4.9,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",20578,8.1,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",20885,4.2,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",21466,5.5,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",21523,4.9,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",21578,4.9,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",21579,5.5,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",21581,6.1,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",21840,4.9,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",21956,4.9,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",21957,4.9,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",22163,4.9,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",22273,4.9,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",22274,4.9,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",22275,4.9,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",22278,4.9,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",22395,4.2,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",22396,4.2,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",22411,4.2,01
OBA0020,30002,2021-07-27 17:26:46.300,OBA0020,30002,2021-07-27 17:26:46.300,OB202108001,"XVE2                                              ",22448,4.1,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",20353,9.6,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",21969,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22159,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22160,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22161,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22162,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22281,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22282,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22283,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22284,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22285,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22286,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22287,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22288,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22289,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22290,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22291,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22292,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22293,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22294,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22295,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22304,3.8,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22334,3.7,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22350,3.7,01
OBA0020,30004,2021-07-27 09:33:42.800,OBA0020,30004,2021-07-27 09:33:42.800,OB202108001,"XVE4                                              ",22394,3.2,01
OBA0020,30003,2021-07-27 17:26:10.243,OBA0020,30003,2021-07-27 17:26:10.243,OB202108002,"XVE3                                              ",20458,7.6,02
OBA0020,30003,2021-07-27 17:26:10.243,OBA0020,30003,2021-07-27 17:26:10.243,OB202108002,"XVE3                                              ",22261,7.7,02
OBA0020,30003,2021-07-27 17:26:10.243,OBA0020,30003,2021-07-27 17:26:10.243,OB202108002,"XVE3                                              ",22262,7.7,02
OBA0020,30003,2021-07-27 17:26:10.243,OBA0020,30003,2021-07-27 17:26:10.243,OB202108002,"XVE3                                              ",22263,7.7,02
OBA0020,30003,2021-07-27 17:26:10.243,OBA0020,30003,2021-07-27 17:26:10.243,OB202108002,"XVE3                                              ",22266,7.7,02
OBA0020,30003,2021-07-27 17:26:10.243,OBA0020,30003,2021-07-27 17:26:10.243,OB202108002,"XVE3                                              ",22267,7.7,02
OBA0020,30003,2021-07-27 17:26:10.243,OBA0020,30003,2021-07-27 17:26:10.243,OB202108002,"XVE3                                              ",22270,7.7,02
OBA0020,30003,2021-07-27 17:26:10.243,OBA0020,30003,2021-07-27 17:26:10.243,OB202108002,"XVE3                                              ",22271,7.7,02
OBA0020,30003,2021-07-27 17:26:10.243,OBA0020,30003,2021-07-27 17:26:10.243,OB202108002,"XVE3                                              ",22272,7.7,02
OBA0020,30003,2021-07-27 17:26:10.243,OBA0020,30003,2021-07-27 17:26:10.243,OB202108002,"XVE3                                              ",22303,7.7,02
OBA0020,30003,2021-07-27 17:26:10.243,OBA0020,30003,2021-07-27 17:26:10.243,OB202108002,"XVE3                                              ",22307,7.7,02
OBA0020,30003,2021-07-27 17:26:10.243,OBA0020,30003,2021-07-27 17:26:10.243,OB202108002,"XVE3                                              ",22398,7.7,02
OBA0020,30003,2021-07-27 17:26:10.243,OBA0020,30003,2021-07-27 17:26:10.243,OB202108002,"XVE3                                              ",22453,7.7,02
OBA0020,30001,2021-08-31 09:53:11.357,OBA0020,30001,2021-08-31 09:53:11.357,OB202109001,"XVE1                                              ",20201,3.0,01
OBA0020,30001,2021-08-31 09:53:11.357,OBA0020,30001,2021-08-31 09:53:11.357,OB202109001,"XVE1                                              ",20742,3.9,01
OBA0020,30001,2021-08-31 09:53:11.357,OBA0020,30001,2021-08-31 09:53:11.357,OB202109001,"XVE1                                              ",20777,3.9,01
OBA0020,30001,2021-08-31 09:53:11.357,OBA0020,30001,2021-08-31 09:53:11.357,OB202109001,"XVE1                                              ",20826,3.5,01
OBA0020,30001,2021-08-31 09:53:11.357,OBA0020,30001,2021-08-31 09:53:11.357,OB202109001,"XVE1                                              ",20829,3.9,01
OBA0020,30001,2021-08-31 09:53:11.357,OBA0020,30001,2021-08-31 09:53:11.357,OB202109001,"XVE1                                              ",20873,4.3,01
OBA0020,30001,2021-08-31 09:53:11.357,OBA0020,30001,2021-08-31 09:53:11.357,OB202109001,"XVE1                                              ",20938,4.3,01
OBA0020,30001,2021-08-31 09:53:11.357,OBA0020,30001,2021-08-31 09:53:11.357,OB202109001,"XVE1                                              ",20981,3.9,01
OBA0020,30001,2021-08-31 09:53:11.357,OBA0020,30001,2021-08-31 09:53:11.357,OB202109001,"XVE1                                              ",21093,3.5,01
OBA0020,30001,2021-08-31 09:53:11.357,OBA0020,30001,2021-08-31 09:53:11.357,OB202109001,"XVE1                                              ",21208,3.5,01
OBA0020,30001,2021-08-31 09:53:11.357,OBA0020,30001,2021-08-31 09:53:11.357,OB202109001,"XVE1                                              ",21327,3.9,01
OBA0020,30001,2021-08-31 09:53:11.357,OBA0020,30001,2021-08-31 09:53:11.357,OB202109001,"XVE1                                              ",21328,3.5,01
OBA0020,30001,2021-08-31 09:53:11.357,OBA0020,30001,2021-08-31 09:53:11.357,OB202109001,"XVE1                                              ",21408,4.3,01
OBA0020,30001,2021-08-31 09:53:11.357,OBA0020,30001,2021-08-31 09:53:11.357,OB202109001,"XVE1                                              ",21575,3.5,01
OBA0020,30001,2021-08-31 09:53:11.357,OBA0020,30001,2021-08-31 09:53:11.357,OB202109001,"XVE1                                              ",21647,4.3,01
