A_PRGID,A_USERID,A_SYSDT,U_PRGID,U_USERID,U_SYSDT,PROJECT_WORKYM,LIST_NO,OBDEPTID,OBDEPTNM,RATION
OBA0020,21797,2021-12-29 08:41:46.000,OBA0020,21797,2021-12-29 08:41:46.000,202201,OB202201011,XVE1,北區電銷1,0.0
OBA0020,21797,2021-12-29 08:41:46.000,OBA0020,21797,2021-12-29 08:41:46.000,202201,OB202201011,XVE2,南區電銷,0.0
OBA0020,21797,2021-12-29 08:41:46.000,OBA0020,21797,2021-12-29 08:41:46.000,202201,OB202201011,XVE3,北區電銷2,100.0
OBA0020,21797,2021-12-29 08:41:46.000,OBA0020,21797,2021-12-29 08:41:46.000,202201,OB202201011,XVE4,中區電銷,0.0
OBA0020,21797,2021-12-29 08:39:26.000,OBA0020,21797,2021-12-29 08:39:26.000,202201,OB202201012,XVE1,北區電銷1,41.0
OBA0020,21797,2021-12-29 08:39:26.000,OBA0020,21797,2021-12-29 08:39:26.000,202201,OB202201012,XVE2,南區電銷,28.0
OBA0020,21797,2021-12-29 08:39:26.000,OBA0020,21797,2021-12-29 08:39:26.000,202201,OB202201012,XVE3,北區電銷2,0.0
OBA0020,21797,2021-12-29 08:39:26.000,OBA0020,21797,2021-12-29 08:39:26.000,202201,OB202201012,XVE4,中區電銷,31.0
OBA0020,21797,2021-12-29 08:38:42.000,OBA0020,21797,2021-12-29 08:38:42.000,202201,OB202201013,XVE1,北區電銷1,41.0
OBA0020,21797,2021-12-29 08:38:42.000,OBA0020,21797,2021-12-29 08:38:42.000,202201,OB202201013,XVE2,南區電銷,28.0
OBA0020,21797,2021-12-29 08:38:42.000,OBA0020,21797,2021-12-29 08:38:42.000,202201,OB202201013,XVE3,北區電銷2,0.0
OBA0020,21797,2021-12-29 08:38:42.000,OBA0020,21797,2021-12-29 08:38:42.000,202201,OB202201013,XVE4,中區電銷,31.0
OBA0020,21797,2021-12-29 08:38:04.000,OBA0020,21797,2021-12-29 08:38:04.000,202201,OB202201014,XVE1,北區電銷1,41.0
OBA0020,21797,2021-12-29 08:38:04.000,OBA0020,21797,2021-12-29 08:38:04.000,202201,OB202201014,XVE2,南區電銷,28.0
OBA0020,21797,2021-12-29 08:38:04.000,OBA0020,21797,2021-12-29 08:38:04.000,202201,OB202201014,XVE3,北區電銷2,0.0
OBA0020,21797,2021-12-29 08:38:04.000,OBA0020,21797,2021-12-29 08:38:04.000,202201,OB202201014,XVE4,中區電銷,31.0
OBA0020,21797,2021-12-29 08:37:12.000,OBA0020,21797,2021-12-29 08:37:12.000,202201,OB202201015,XVE1,北區電銷1,41.0
OBA0020,21797,2021-12-29 08:37:12.000,OBA0020,21797,2021-12-29 08:37:12.000,202201,OB202201015,XVE2,南區電銷,28.0
OBA0020,21797,2021-12-29 08:37:12.000,OBA0020,21797,2021-12-29 08:37:12.000,202201,OB202201015,XVE3,北區電銷2,0.0
OBA0020,21797,2021-12-29 08:37:12.000,OBA0020,21797,2021-12-29 08:37:12.000,202201,OB202201015,XVE4,中區電銷,31.0
OBA0020,21797,2022-01-27 08:20:33.000,OBA0020,21797,2022-01-27 08:20:33.000,202202,OB202202001,XVE1,北區電銷1,40.0
OBA0020,21797,2022-01-27 08:20:33.000,OBA0020,21797,2022-01-27 08:20:33.000,202202,OB202202001,XVE2,南區電銷,25.0
OBA0020,21797,2022-01-27 08:20:33.000,OBA0020,21797,2022-01-27 08:20:33.000,202202,OB202202001,XVE3,北區電銷2,10.0
OBA0020,21797,2022-01-27 08:20:33.000,OBA0020,21797,2022-01-27 08:20:33.000,202202,OB202202001,XVE4,中區電銷,25.0
OBA0020,21797,2022-01-25 14:04:54.000,OBA0020,21797,2022-01-25 14:04:54.000,202202,OB202202002,XVE1,北區電銷1,0.0
OBA0020,21797,2022-01-25 14:04:54.000,OBA0020,21797,2022-01-25 14:04:54.000,202202,OB202202002,XVE2,南區電銷,0.0
OBA0020,21797,2022-01-25 14:04:54.000,OBA0020,21797,2022-01-25 14:04:54.000,202202,OB202202002,XVE3,北區電銷2,100.0
OBA0020,21797,2022-01-25 14:04:54.000,OBA0020,21797,2022-01-25 14:04:54.000,202202,OB202202002,XVE4,中區電銷,0.0
OBA0020,21797,2022-01-25 14:05:44.000,OBA0020,21797,2022-01-25 14:05:44.000,202202,OB202202003,XVE1,北區電銷1,0.0
OBA0020,21797,2022-01-25 14:05:44.000,OBA0020,21797,2022-01-25 14:05:44.000,202202,OB202202003,XVE2,南區電銷,0.0
OBA0020,21797,2022-01-25 14:05:44.000,OBA0020,21797,2022-01-25 14:05:44.000,202202,OB202202003,XVE3,北區電銷2,100.0
OBA0020,21797,2022-01-25 14:05:44.000,OBA0020,21797,2022-01-25 14:05:44.000,202202,OB202202003,XVE4,中區電銷,0.0
OBA0020,21797,2022-01-27 08:19:20.000,OBA0020,21797,2022-01-27 08:19:20.000,202202,OB202202004,XVE1,北區電銷1,40.0
OBA0020,21797,2022-01-27 08:19:20.000,OBA0020,21797,2022-01-27 08:19:20.000,202202,OB202202004,XVE2,南區電銷,25.0
OBA0020,21797,2022-01-27 08:19:20.000,OBA0020,21797,2022-01-27 08:19:20.000,202202,OB202202004,XVE3,北區電銷2,10.0
OBA0020,21797,2022-01-27 08:19:20.000,OBA0020,21797,2022-01-27 08:19:20.000,202202,OB202202004,XVE4,中區電銷,25.0
OBA0020,21797,2022-01-27 08:17:59.000,OBA0020,21797,2022-01-27 08:17:59.000,202202,OB202202005,XVE1,北區電銷1,40.0
OBA0020,21797,2022-01-27 08:17:59.000,OBA0020,21797,2022-01-27 08:17:59.000,202202,OB202202005,XVE2,南區電銷,25.0
OBA0020,21797,2022-01-27 08:17:59.000,OBA0020,21797,2022-01-27 08:17:59.000,202202,OB202202005,XVE3,北區電銷2,10.0
OBA0020,21797,2022-01-27 08:17:59.000,OBA0020,21797,2022-01-27 08:17:59.000,202202,OB202202005,XVE4,中區電銷,25.0
OBA0020,21797,2022-01-27 08:17:29.000,OBA0020,21797,2022-01-27 08:17:29.000,202202,OB202202007,XVE1,北區電銷1,40.0
OBA0020,21797,2022-01-27 08:17:29.000,OBA0020,21797,2022-01-27 08:17:29.000,202202,OB202202007,XVE2,南區電銷,25.0
OBA0020,21797,2022-01-27 08:17:29.000,OBA0020,21797,2022-01-27 08:17:29.000,202202,OB202202007,XVE3,北區電銷2,10.0
OBA0020,21797,2022-01-27 08:17:29.000,OBA0020,21797,2022-01-27 08:17:29.000,202202,OB202202007,XVE4,中區電銷,25.0
OBA0020,21797,2022-01-27 08:16:35.000,OBA0020,21797,2022-01-27 08:16:35.000,202202,OB202202008,XVE1,北區電銷1,40.0
OBA0020,21797,2022-01-27 08:16:35.000,OBA0020,21797,2022-01-27 08:16:35.000,202202,OB202202008,XVE2,南區電銷,25.0
OBA0020,21797,2022-01-27 08:16:35.000,OBA0020,21797,2022-01-27 08:16:35.000,202202,OB202202008,XVE3,北區電銷2,10.0
OBA0020,21797,2022-01-27 08:16:35.000,OBA0020,21797,2022-01-27 08:16:35.000,202202,OB202202008,XVE4,中區電銷,25.0
OBA0020,21797,2022-02-23 19:18:25.000,OBA0020,21797,2022-02-23 19:18:25.000,202203,OB202203001,XVE1,北區電銷1,40.0
OBA0020,21797,2022-02-23 19:18:25.000,OBA0020,21797,2022-02-23 19:18:25.000,202203,OB202203001,XVE2,南區電銷,30.0
OBA0020,21797,2022-02-23 19:18:25.000,OBA0020,21797,2022-02-23 19:18:25.000,202203,OB202203001,XVE3,北區電銷2,0.0
OBA0020,21797,2022-02-23 19:18:25.000,OBA0020,21797,2022-02-23 19:18:25.000,202203,OB202203001,XVE4,中區電銷,30.0
OBA0020,21797,2022-02-23 19:17:55.000,OBA0020,21797,2022-02-23 19:17:55.000,202203,OB202203002,XVE1,北區電銷1,0.0
OBA0020,21797,2022-02-23 19:17:55.000,OBA0020,21797,2022-02-23 19:17:55.000,202203,OB202203002,XVE2,南區電銷,0.0
OBA0020,21797,2022-02-23 19:17:55.000,OBA0020,21797,2022-02-23 19:17:55.000,202203,OB202203002,XVE3,北區電銷2,82.0
OBA0020,21797,2022-02-23 19:17:55.000,OBA0020,21797,2022-02-23 19:17:55.000,202203,OB202203002,XVE4,中區電銷,18.0
OBA0020,21797,2022-02-23 19:17:26.000,OBA0020,21797,2022-02-23 19:17:26.000,202203,OB202203003,XVE1,北區電銷1,0.0
OBA0020,21797,2022-02-23 19:17:26.000,OBA0020,21797,2022-02-23 19:17:26.000,202203,OB202203003,XVE2,南區電銷,0.0
OBA0020,21797,2022-02-23 19:17:26.000,OBA0020,21797,2022-02-23 19:17:26.000,202203,OB202203003,XVE3,北區電銷2,82.0
OBA0020,21797,2022-02-23 19:17:26.000,OBA0020,21797,2022-02-23 19:17:26.000,202203,OB202203003,XVE4,中區電銷,18.0
OBA0020,21797,2022-02-23 19:16:42.000,OBA0020,21797,2022-02-23 19:16:42.000,202203,OB202203004,XVE1,北區電銷1,40.0
OBA0020,21797,2022-02-23 19:16:42.000,OBA0020,21797,2022-02-23 19:16:42.000,202203,OB202203004,XVE2,南區電銷,30.0
OBA0020,21797,2022-02-23 19:16:42.000,OBA0020,21797,2022-02-23 19:16:42.000,202203,OB202203004,XVE3,北區電銷2,0.0
OBA0020,21797,2022-02-23 19:16:42.000,OBA0020,21797,2022-02-23 19:16:42.000,202203,OB202203004,XVE4,中區電銷,30.0
OBA0020,21797,2022-02-23 19:16:28.000,OBA0020,21797,2022-02-23 19:16:28.000,202203,OB202203005,XVE1,北區電銷1,40.0
OBA0020,21797,2022-02-23 19:16:28.000,OBA0020,21797,2022-02-23 19:16:28.000,202203,OB202203005,XVE2,南區電銷,30.0
OBA0020,21797,2022-02-23 19:16:28.000,OBA0020,21797,2022-02-23 19:16:28.000,202203,OB202203005,XVE3,北區電銷2,0.0
OBA0020,21797,2022-02-23 19:16:28.000,OBA0020,21797,2022-02-23 19:16:28.000,202203,OB202203005,XVE4,中區電銷,30.0
OBA0020,21797,2022-02-23 19:16:14.000,OBA0020,21797,2022-02-23 19:16:14.000,202203,OB202203006,XVE1,北區電銷1,40.0
OBA0020,21797,2022-02-23 19:16:14.000,OBA0020,21797,2022-02-23 19:16:14.000,202203,OB202203006,XVE2,南區電銷,30.0
OBA0020,21797,2022-02-23 19:16:14.000,OBA0020,21797,2022-02-23 19:16:14.000,202203,OB202203006,XVE3,北區電銷2,0.0
OBA0020,21797,2022-02-23 19:16:14.000,OBA0020,21797,2022-02-23 19:16:14.000,202203,OB202203006,XVE4,中區電銷,30.0
OBA0020,21797,2022-02-23 19:15:51.000,OBA0020,21797,2022-02-23 19:15:51.000,202203,OB202203007,XVE1,北區電銷1,40.0
OBA0020,21797,2022-02-23 19:15:51.000,OBA0020,21797,2022-02-23 19:15:51.000,202203,OB202203007,XVE2,南區電銷,30.0
OBA0020,21797,2022-02-23 19:15:51.000,OBA0020,21797,2022-02-23 19:15:51.000,202203,OB202203007,XVE3,北區電銷2,0.0
OBA0020,21797,2022-02-23 19:15:51.000,OBA0020,21797,2022-02-23 19:15:51.000,202203,OB202203007,XVE4,中區電銷,30.0
OBA0020,21797,2022-03-29 10:53:26.000,OBA0020,21797,2022-03-29 10:53:26.000,202204,OB202204001,XVE1,北區電銷1,40.0
OBA0020,21797,2022-03-29 10:53:26.000,OBA0020,21797,2022-03-29 10:53:26.000,202204,OB202204001,XVE2,南區電銷,33.0
OBA0020,21797,2022-03-29 10:53:26.000,OBA0020,21797,2022-03-29 10:53:26.000,202204,OB202204001,XVE3,北區電銷2,0.0
OBA0020,21797,2022-03-29 10:53:26.000,OBA0020,21797,2022-03-29 10:53:26.000,202204,OB202204001,XVE4,中區電銷,27.0
OBA0020,21797,2022-03-29 11:54:26.000,OBA0020,21797,2022-03-29 11:54:26.000,202204,OB202204002,XVE1,北區電銷1,0.0
OBA0020,21797,2022-03-29 11:54:26.000,OBA0020,21797,2022-03-29 11:54:26.000,202204,OB202204002,XVE2,南區電銷,0.0
OBA0020,21797,2022-03-29 11:54:26.000,OBA0020,21797,2022-03-29 11:54:26.000,202204,OB202204002,XVE3,北區電銷2,84.0
OBA0020,21797,2022-03-29 11:54:26.000,OBA0020,21797,2022-03-29 11:54:26.000,202204,OB202204002,XVE4,中區電銷,16.0
OBA0020,21797,2022-03-29 11:47:00.000,OBA0020,21797,2022-03-29 11:47:00.000,202204,OB202204003,XVE1,北區電銷1,0.0
OBA0020,21797,2022-03-29 11:47:00.000,OBA0020,21797,2022-03-29 11:47:00.000,202204,OB202204003,XVE2,南區電銷,0.0
OBA0020,21797,2022-03-29 11:47:00.000,OBA0020,21797,2022-03-29 11:47:00.000,202204,OB202204003,XVE3,北區電銷2,84.0
OBA0020,21797,2022-03-29 11:47:00.000,OBA0020,21797,2022-03-29 11:47:00.000,202204,OB202204003,XVE4,中區電銷,16.0
OBA0020,21797,2022-03-29 10:54:33.000,OBA0020,21797,2022-03-29 10:54:33.000,202204,OB202204004,XVE1,北區電銷1,40.0
OBA0020,21797,2022-03-29 10:54:33.000,OBA0020,21797,2022-03-29 10:54:33.000,202204,OB202204004,XVE2,南區電銷,33.0
OBA0020,21797,2022-03-29 10:54:33.000,OBA0020,21797,2022-03-29 10:54:33.000,202204,OB202204004,XVE3,北區電銷2,0.0
OBA0020,21797,2022-03-29 10:54:33.000,OBA0020,21797,2022-03-29 10:54:33.000,202204,OB202204004,XVE4,中區電銷,27.0
OBA0020,21797,2022-03-29 10:57:06.000,OBA0020,21797,2022-03-29 10:57:06.000,202204,OB202204005,XVE1,北區電銷1,40.0
OBA0020,21797,2022-03-29 10:57:06.000,OBA0020,21797,2022-03-29 10:57:06.000,202204,OB202204005,XVE2,南區電銷,33.0
OBA0020,21797,2022-03-29 10:57:06.000,OBA0020,21797,2022-03-29 10:57:06.000,202204,OB202204005,XVE3,北區電銷2,0.0
OBA0020,21797,2022-03-29 10:57:06.000,OBA0020,21797,2022-03-29 10:57:06.000,202204,OB202204005,XVE4,中區電銷,27.0
OBA0020,21797,2022-03-29 10:58:02.000,OBA0020,21797,2022-03-29 10:58:02.000,202204,OB202204006,XVE1,北區電銷1,40.0
OBA0020,21797,2022-03-29 10:58:02.000,OBA0020,21797,2022-03-29 10:58:02.000,202204,OB202204006,XVE2,南區電銷,33.0
OBA0020,21797,2022-03-29 10:58:02.000,OBA0020,21797,2022-03-29 10:58:02.000,202204,OB202204006,XVE3,北區電銷2,0.0
OBA0020,21797,2022-03-29 10:58:02.000,OBA0020,21797,2022-03-29 10:58:02.000,202204,OB202204006,XVE4,中區電銷,27.0
OBA0020,21797,2022-03-29 10:59:23.000,OBA0020,21797,2022-03-29 10:59:23.000,202204,OB202204007,XVE1,北區電銷1,40.0
OBA0020,21797,2022-03-29 10:59:23.000,OBA0020,21797,2022-03-29 10:59:23.000,202204,OB202204007,XVE2,南區電銷,33.0
OBA0020,21797,2022-03-29 10:59:23.000,OBA0020,21797,2022-03-29 10:59:23.000,202204,OB202204007,XVE3,北區電銷2,0.0
OBA0020,21797,2022-03-29 10:59:23.000,OBA0020,21797,2022-03-29 10:59:23.000,202204,OB202204007,XVE4,中區電銷,27.0
OBA0020,21797,2022-03-29 11:00:07.000,OBA0020,21797,2022-03-29 11:00:07.000,202204,OB202204008,XVE1,北區電銷1,40.0
OBA0020,21797,2022-03-29 11:00:07.000,OBA0020,21797,2022-03-29 11:00:07.000,202204,OB202204008,XVE2,南區電銷,33.0
OBA0020,21797,2022-03-29 11:00:07.000,OBA0020,21797,2022-03-29 11:00:07.000,202204,OB202204008,XVE3,北區電銷2,0.0
OBA0020,21797,2022-03-29 11:00:07.000,OBA0020,21797,2022-03-29 11:00:07.000,202204,OB202204008,XVE4,中區電銷,27.0
OBA0020,21797,2022-03-29 11:57:04.000,OBA0020,21797,2022-03-29 11:57:04.000,202204,OB202204009,XVE1,北區電銷1,40.0
OBA0020,21797,2022-03-29 11:57:04.000,OBA0020,21797,2022-03-29 11:57:04.000,202204,OB202204009,XVE2,南區電銷,33.0
OBA0020,21797,2022-03-29 11:57:04.000,OBA0020,21797,2022-03-29 11:57:04.000,202204,OB202204009,XVE3,北區電銷2,0.0
OBA0020,21797,2022-03-29 11:57:04.000,OBA0020,21797,2022-03-29 11:57:04.000,202204,OB202204009,XVE4,中區電銷,27.0
OBA0020,21797,2022-03-29 11:41:54.000,OBA0020,21797,2022-03-29 11:41:54.000,202204,OB202204010,XVE1,北區電銷1,0.0
OBA0020,21797,2022-03-29 11:41:54.000,OBA0020,21797,2022-03-29 11:41:54.000,202204,OB202204010,XVE2,南區電銷,0.0
OBA0020,21797,2022-03-29 11:41:54.000,OBA0020,21797,2022-03-29 11:41:54.000,202204,OB202204010,XVE3,北區電銷2,84.0
OBA0020,21797,2022-03-29 11:41:54.000,OBA0020,21797,2022-03-29 11:41:54.000,202204,OB202204010,XVE4,中區電銷,16.0
OBA0020,21797,2022-04-25 16:56:45.000,OBA0020,21797,2022-04-25 16:56:45.000,202205,OB202205001,XVE1,北區電銷1,40.0
OBA0020,21797,2022-04-25 16:56:45.000,OBA0020,21797,2022-04-25 16:56:45.000,202205,OB202205001,XVE2,南區電銷,33.0
OBA0020,21797,2022-04-25 16:56:45.000,OBA0020,21797,2022-04-25 16:56:45.000,202205,OB202205001,XVE3,北區電銷2,0.0
OBA0020,21797,2022-04-25 16:56:45.000,OBA0020,21797,2022-04-25 16:56:45.000,202205,OB202205001,XVE4,中區電銷,27.0
OBA0020,21797,2022-04-25 17:02:09.000,OBA0020,21797,2022-04-25 17:02:09.000,202205,OB202205002,XVE1,北區電銷1,0.0
OBA0020,21797,2022-04-25 17:02:09.000,OBA0020,21797,2022-04-25 17:02:09.000,202205,OB202205002,XVE2,南區電銷,0.0
OBA0020,21797,2022-04-25 17:02:09.000,OBA0020,21797,2022-04-25 17:02:09.000,202205,OB202205002,XVE3,北區電銷2,79.0
OBA0020,21797,2022-04-25 17:02:09.000,OBA0020,21797,2022-04-25 17:02:09.000,202205,OB202205002,XVE4,中區電銷,21.0
OBA0020,21797,2022-05-27 16:53:45.000,OBA0020,21797,2022-05-27 16:53:45.000,202206,OB202206001,XVE1,北區電銷1,40.0
OBA0020,21797,2022-05-27 16:53:45.000,OBA0020,21797,2022-05-27 16:53:45.000,202206,OB202206001,XVE2,南區電銷,35.0
OBA0020,21797,2022-05-27 16:53:45.000,OBA0020,21797,2022-05-27 16:53:45.000,202206,OB202206001,XVE3,北區電銷2,0.0
OBA0020,21797,2022-05-27 16:53:45.000,OBA0020,21797,2022-05-27 16:53:45.000,202206,OB202206001,XVE4,中區電銷,25.0
OBA0020,21797,2022-05-27 16:54:33.000,OBA0020,21797,2022-05-27 16:54:33.000,202206,OB202206002,XVE1,北區電銷1,0.0
OBA0020,21797,2022-05-27 16:54:33.000,OBA0020,21797,2022-05-27 16:54:33.000,202206,OB202206002,XVE2,南區電銷,0.0
OBA0020,21797,2022-05-27 16:54:33.000,OBA0020,21797,2022-05-27 16:54:33.000,202206,OB202206002,XVE3,北區電銷2,80.0
OBA0020,21797,2022-05-27 16:54:33.000,OBA0020,21797,2022-05-27 16:54:33.000,202206,OB202206002,XVE4,中區電銷,20.0
OBA0020,21797,2022-06-27 08:39:14.000,OBA0020,21797,2022-06-27 08:39:14.000,202207,OB202207001,XVE1,北區電銷1,40.0
OBA0020,21797,2022-06-27 08:39:14.000,OBA0020,21797,2022-06-27 08:39:14.000,202207,OB202207001,XVE2,南區電銷,35.0
OBA0020,21797,2022-06-27 08:39:14.000,OBA0020,21797,2022-06-27 08:39:14.000,202207,OB202207001,XVE3,北區電銷2,0.0
OBA0020,21797,2022-06-27 08:39:14.000,OBA0020,21797,2022-06-27 08:39:14.000,202207,OB202207001,XVE4,中區電銷,25.0
OBA0020,21797,2022-06-27 08:39:53.000,OBA0020,21797,2022-06-27 08:39:53.000,202207,OB202207002,XVE1,北區電銷1,0.0
OBA0020,21797,2022-06-27 08:39:53.000,OBA0020,21797,2022-06-27 08:39:53.000,202207,OB202207002,XVE2,南區電銷,0.0
OBA0020,21797,2022-06-27 08:39:53.000,OBA0020,21797,2022-06-27 08:39:53.000,202207,OB202207002,XVE3,北區電銷2,80.0
OBA0020,21797,2022-06-27 08:39:53.000,OBA0020,21797,2022-06-27 08:39:53.000,202207,OB202207002,XVE4,中區電銷,20.0
OBA0020,21797,2022-07-12 08:18:26.000,OBA0020,21797,2022-07-12 08:18:26.000,202208,OB202208001,XVE1,北區電銷1,40.0
OBA0020,21797,2022-07-12 08:18:26.000,OBA0020,21797,2022-07-12 08:18:26.000,202208,OB202208001,XVE2,南區電銷,35.0
OBA0020,21797,2022-07-12 08:18:26.000,OBA0020,21797,2022-07-12 08:18:26.000,202208,OB202208001,XVE3,北區電銷2,0.0
OBA0020,21797,2022-07-12 08:18:26.000,OBA0020,21797,2022-07-12 08:18:26.000,202208,OB202208001,XVE4,中區電銷,25.0
OBA0020,21797,2022-07-26 08:25:23.000,OBA0020,21797,2022-07-26 08:25:23.000,202208,OB202208002,XVE1,北區電銷1,0.0
OBA0020,21797,2022-07-26 08:25:23.000,OBA0020,21797,2022-07-26 08:25:23.000,202208,OB202208002,XVE2,南區電銷,0.0
OBA0020,21797,2022-07-26 08:25:23.000,OBA0020,21797,2022-07-26 08:25:23.000,202208,OB202208002,XVE3,北區電銷2,71.0
OBA0020,21797,2022-07-26 08:25:23.000,OBA0020,21797,2022-07-26 08:25:23.000,202208,OB202208002,XVE4,中區電銷,29.0
OBA0020,21797,2022-08-30 09:41:18.747,OBA0020,21797,2022-08-30 09:41:18.747,202209,OB202209001,XVE1,北區電銷1,38.0
OBA0020,21797,2022-08-30 09:41:18.747,OBA0020,21797,2022-08-30 09:41:18.747,202209,OB202209001,XVE2,南區電銷,35.0
OBA0020,21797,2022-08-30 09:41:18.747,OBA0020,21797,2022-08-30 09:41:18.747,202209,OB202209001,XVE3,北區電銷2,3.0
OBA0020,21797,2022-08-30 09:41:18.747,OBA0020,21797,2022-08-30 09:41:18.747,202209,OB202209001,XVE4,中區電銷,24.0
OBA0020,21797,2022-08-30 09:41:18.747,OBA0020,21797,2022-08-30 09:41:18.747,202209,OB202209001,XVE5,北區電銷3,0.0
OBA0020,21797,2022-08-29 16:58:10.900,OBA0020,21797,2022-08-29 16:58:10.900,202209,OB202209002,XVE1,北區電銷1,0.0
OBA0020,21797,2022-08-29 16:58:10.900,OBA0020,21797,2022-08-29 16:58:10.900,202209,OB202209002,XVE2,南區電銷,0.0
OBA0020,21797,2022-08-29 16:58:10.900,OBA0020,21797,2022-08-29 16:58:10.900,202209,OB202209002,XVE3,北區電銷2,0.0
OBA0020,21797,2022-08-29 16:58:10.900,OBA0020,21797,2022-08-29 16:58:10.900,202209,OB202209002,XVE4,中區電銷,29.0
OBA0020,21797,2022-08-29 16:58:10.900,OBA0020,21797,2022-08-29 16:58:10.900,202209,OB202209002,XVE5,北區電銷3,71.0
OBA0020,21797,2022-09-26 09:46:39.000,OBA0020,21797,2022-09-26 09:46:39.000,202210,OB202210001,XVE1,北區電銷1,38.0
OBA0020,21797,2022-09-26 09:46:39.000,OBA0020,21797,2022-09-26 09:46:39.000,202210,OB202210001,XVE2,南區電銷,35.0
OBA0020,21797,2022-09-26 09:46:39.000,OBA0020,21797,2022-09-26 09:46:39.000,202210,OB202210001,XVE3,北區電銷2,3.0
OBA0020,21797,2022-09-26 09:46:39.000,OBA0020,21797,2022-09-26 09:46:39.000,202210,OB202210001,XVE4,中區電銷,24.0
OBA0020,21797,2022-09-26 09:46:39.000,OBA0020,21797,2022-09-26 09:46:39.000,202210,OB202210001,XVE5,北區電銷3,0.0
OBA0020,21797,2022-09-26 09:47:40.000,OBA0020,21797,2022-09-26 09:47:40.000,202210,OB202210002,XVE1,北區電銷1,0.0
OBA0020,21797,2022-09-26 09:47:40.000,OBA0020,21797,2022-09-26 09:47:40.000,202210,OB202210002,XVE2,南區電銷,0.0
OBA0020,21797,2022-09-26 09:47:40.000,OBA0020,21797,2022-09-26 09:47:40.000,202210,OB202210002,XVE3,北區電銷2,0.0
OBA0020,21797,2022-09-26 09:47:40.000,OBA0020,21797,2022-09-26 09:47:40.000,202210,OB202210002,XVE4,中區電銷,31.0
OBA0020,21797,2022-09-26 09:47:40.000,OBA0020,21797,2022-09-26 09:47:40.000,202210,OB202210002,XVE5,北區電銷3,69.0
OBZ020,22323,2022-10-26 16:44:24.847,OBZ020,22323,2022-10-26 16:44:24.847,202211,OB202211001,XVE1,北區電銷1,38.0
OBZ020,22323,2022-10-26 16:44:24.847,OBZ020,22323,2022-10-26 16:44:24.847,202211,OB202211001,XVE2,南區電銷,33.0
OBZ020,22323,2022-10-26 16:44:24.847,OBZ020,22323,2022-10-26 16:44:24.847,202211,OB202211001,XVE3,北區電銷2,5.0
OBZ020,22323,2022-10-26 16:44:24.847,OBZ020,22323,2022-10-26 16:44:24.847,202211,OB202211001,XVE4,中區電銷,24.0
OBZ020,22323,2022-10-26 16:44:24.847,OBZ020,22323,2022-10-26 16:44:24.847,202211,OB202211001,XVE5,北區電銷3,0.0
OBZ020,22323,2022-10-26 16:45:31.737,OBZ020,22323,2022-10-26 16:45:31.737,202211,OB202211007,XVE1,北區電銷1,0.0
OBZ020,22323,2022-10-26 16:45:31.737,OBZ020,22323,2022-10-26 16:45:31.737,202211,OB202211007,XVE2,南區電銷,0.0
OBZ020,22323,2022-10-26 16:45:31.737,OBZ020,22323,2022-10-26 16:45:31.737,202211,OB202211007,XVE3,北區電銷2,0.0
OBZ020,22323,2022-10-26 16:45:31.737,OBZ020,22323,2022-10-26 16:45:31.737,202211,OB202211007,XVE4,中區電銷,31.0
OBZ020,22323,2022-10-26 16:45:31.737,OBZ020,22323,2022-10-26 16:45:31.737,202211,OB202211007,XVE5,北區電銷3,69.0
OBZ020,22323,2022-11-23 11:50:14.623,OBZ020,22323,2022-11-23 11:50:14.623,202212,OB202212001,XVE1,北區電銷1,36.0
OBZ020,22323,2022-11-23 11:50:14.623,OBZ020,22323,2022-11-23 11:50:14.623,202212,OB202212001,XVE2,南區電銷,33.0
OBZ020,22323,2022-11-23 11:50:14.623,OBZ020,22323,2022-11-23 11:50:14.623,202212,OB202212001,XVE3,北區電銷2,7.0
OBZ020,22323,2022-11-23 11:50:14.623,OBZ020,22323,2022-11-23 11:50:14.623,202212,OB202212001,XVE4,中區電銷,24.0
OBZ020,22323,2022-11-23 11:50:14.623,OBZ020,22323,2022-11-23 11:50:14.623,202212,OB202212001,XVE5,北區電銷3,0.0
OBZ020,22323,2022-11-23 11:50:52.983,OBZ020,22323,2022-11-23 11:50:52.983,202212,OB202212008,XVE1,北區電銷1,0.0
OBZ020,22323,2022-11-23 11:50:52.983,OBZ020,22323,2022-11-23 11:50:52.983,202212,OB202212008,XVE2,南區電銷,0.0
OBZ020,22323,2022-11-23 11:50:52.983,OBZ020,22323,2022-11-23 11:50:52.983,202212,OB202212008,XVE3,北區電銷2,0.0
OBZ020,22323,2022-11-23 11:50:52.983,OBZ020,22323,2022-11-23 11:50:52.983,202212,OB202212008,XVE4,中區電銷,31.0
OBZ020,22323,2022-11-23 11:50:52.983,OBZ020,22323,2022-11-23 11:50:52.983,202212,OB202212008,XVE5,北區電銷3,69.0
OBZ020,22323,2022-12-23 17:09:50.367,OBZ020,22323,2022-12-23 17:09:50.367,202301,OB202301001,XVE1,北區電銷1,36.0
OBZ020,22323,2022-12-23 17:09:50.367,OBZ020,22323,2022-12-23 17:09:50.367,202301,OB202301001,XVE2,南區電銷,33.0
OBZ020,22323,2022-12-23 17:09:50.367,OBZ020,22323,2022-12-23 17:09:50.367,202301,OB202301001,XVE3,北區電銷2,7.0
