A_PRGID,A_USERID,A_SYSDT,U_PRGID,U_USERID,U_SYSDT,PROJECT_WORKYM,LIST_NO,OBDEPTID,OBDEPTNM,RATION
OBA0020,21797,2021-04-27 10:20:10.000,OBA0020,21797,2021-04-27 10:20:10.000,202105,OB202105007,XVC0,北電一,34.0
OBA0020,21797,2021-04-27 10:20:10.000,OBA0020,21797,2021-04-27 10:20:10.000,202105,OB202105007,XVE4,中區電銷,26.0
OBA0020,21797,2021-04-27 10:20:10.000,OBA0020,21797,2021-04-27 10:20:10.000,202105,OB202105007,XXC0,北電二,13.0
OBA0020,21797,2021-04-27 10:20:41.000,OBA0020,21797,2021-04-27 10:20:41.000,202105,OB202105008,XTC0,南電銷,27.0
OBA0020,21797,2021-04-27 10:20:41.000,OBA0020,21797,2021-04-27 10:20:41.000,202105,OB202105008,XVC0,北電一,34.0
OBA0020,21797,2021-04-27 10:20:41.000,OBA0020,21797,2021-04-27 10:20:41.000,202105,OB202105008,XVE4,中區電銷,26.0
OBA0020,21797,2021-04-27 10:20:41.000,OBA0020,21797,2021-04-27 10:20:41.000,202105,OB202105008,XXC0,北電二,13.0
OBA0020,21797,2021-04-27 10:21:09.000,OBA0020,21797,2021-04-27 10:21:09.000,202105,OB202105009,XTC0,南電銷,0.0
OBA0020,21797,2021-04-27 10:21:09.000,OBA0020,21797,2021-04-27 10:21:09.000,202105,OB202105009,XVC0,北電一,0.0
OBA0020,21797,2021-04-27 10:21:09.000,OBA0020,21797,2021-04-27 10:21:09.000,202105,OB202105009,XVE4,中區電銷,0.0
OBA0020,21797,2021-04-27 10:21:09.000,OBA0020,21797,2021-04-27 10:21:09.000,202105,OB202105009,XXC0,北電二,100.0
OBA0020,21797,2021-07-27 09:01:53.000,OBA0020,21797,2021-07-27 09:01:53.000,202108,OB202108001,XVE1,北電一,44.0
OBA0020,21797,2021-07-27 09:01:53.000,OBA0020,21797,2021-07-27 09:01:53.000,202108,OB202108001,XVE2,南電銷,25.0
OBA0020,21797,2021-07-27 09:01:53.000,OBA0020,21797,2021-07-27 09:01:53.000,202108,OB202108001,XVE3,北電二,0.0
OBA0020,21797,2021-07-27 09:01:53.000,OBA0020,21797,2021-07-27 09:01:53.000,202108,OB202108001,XVE4,中區電銷,31.0
OBA0020,21797,2021-07-27 09:08:42.000,OBA0020,21797,2021-07-27 09:08:42.000,202108,OB202108002,XVE1,北電一,0.0
OBA0020,21797,2021-07-27 09:08:42.000,OBA0020,21797,2021-07-27 09:08:42.000,202108,OB202108002,XVE2,南電銷,0.0
OBA0020,21797,2021-07-27 09:08:42.000,OBA0020,21797,2021-07-27 09:08:42.000,202108,OB202108002,XVE3,北電二,100.0
OBA0020,21797,2021-07-27 09:08:42.000,OBA0020,21797,2021-07-27 09:08:42.000,202108,OB202108002,XVE4,中區電銷,0.0
OBA0020,21797,2021-07-27 09:01:36.000,OBA0020,21797,2021-07-27 09:01:36.000,202108,OB202108003,XVE1,北電一,44.0
OBA0020,21797,2021-07-27 09:01:36.000,OBA0020,21797,2021-07-27 09:01:36.000,202108,OB202108003,XVE2,南電銷,25.0
OBA0020,21797,2021-07-27 09:01:36.000,OBA0020,21797,2021-07-27 09:01:36.000,202108,OB202108003,XVE3,北電二,0.0
OBA0020,21797,2021-07-27 09:01:36.000,OBA0020,21797,2021-07-27 09:01:36.000,202108,OB202108003,XVE4,中區電銷,31.0
OBA0020,21797,2021-07-27 09:01:20.000,OBA0020,21797,2021-07-27 09:01:20.000,202108,OB202108004,XVE1,北電一,44.0
OBA0020,21797,2021-07-27 09:01:20.000,OBA0020,21797,2021-07-27 09:01:20.000,202108,OB202108004,XVE2,南電銷,25.0
OBA0020,21797,2021-07-27 09:01:20.000,OBA0020,21797,2021-07-27 09:01:20.000,202108,OB202108004,XVE3,北電二,0.0
OBA0020,21797,2021-07-27 09:01:20.000,OBA0020,21797,2021-07-27 09:01:20.000,202108,OB202108004,XVE4,中區電銷,31.0
OBA0020,21797,2021-07-27 09:00:59.000,OBA0020,21797,2021-07-27 09:00:59.000,202108,OB202108005,XVE1,北電一,44.0
OBA0020,21797,2021-07-27 09:00:59.000,OBA0020,21797,2021-07-27 09:00:59.000,202108,OB202108005,XVE2,南電銷,25.0
OBA0020,21797,2021-07-27 09:00:59.000,OBA0020,21797,2021-07-27 09:00:59.000,202108,OB202108005,XVE3,北電二,0.0
OBA0020,21797,2021-07-27 09:00:59.000,OBA0020,21797,2021-07-27 09:00:59.000,202108,OB202108005,XVE4,中區電銷,31.0
OBA0020,21797,2021-07-27 08:59:36.000,OBA0020,21797,2021-07-27 08:59:36.000,202108,OB202108006,XVE1,北電一,44.0
OBA0020,21797,2021-07-27 08:59:36.000,OBA0020,21797,2021-07-27 08:59:36.000,202108,OB202108006,XVE2,南電銷,25.0
OBA0020,21797,2021-07-27 08:59:36.000,OBA0020,21797,2021-07-27 08:59:36.000,202108,OB202108006,XVE3,北電二,0.0
OBA0020,21797,2021-07-27 08:59:36.000,OBA0020,21797,2021-07-27 08:59:36.000,202108,OB202108006,XVE4,中區電銷,31.0
OBA0020,21797,2021-07-27 09:07:03.000,OBA0020,21797,2021-07-27 09:07:03.000,202108,OB202108007,XVE1,北電一,0.0
OBA0020,21797,2021-07-27 09:07:03.000,OBA0020,21797,2021-07-27 09:07:03.000,202108,OB202108007,XVE2,南電銷,0.0
OBA0020,21797,2021-07-27 09:07:03.000,OBA0020,21797,2021-07-27 09:07:03.000,202108,OB202108007,XVE3,北電二,100.0
OBA0020,21797,2021-07-27 09:07:03.000,OBA0020,21797,2021-07-27 09:07:03.000,202108,OB202108007,XVE4,中區電銷,0.0
OBA0020,21797,2021-08-31 09:42:11.000,OBA0020,21797,2021-08-31 09:42:11.000,202109,OB202109001,XVE1,北電一,42.0
OBA0020,21797,2021-08-31 09:42:11.000,OBA0020,21797,2021-08-31 09:42:11.000,202109,OB202109001,XVE2,南電銷,26.0
OBA0020,21797,2021-08-31 09:42:11.000,OBA0020,21797,2021-08-31 09:42:11.000,202109,OB202109001,XVE3,北電二,0.0
OBA0020,21797,2021-08-31 09:42:11.000,OBA0020,21797,2021-08-31 09:42:11.000,202109,OB202109001,XVE4,中區電銷,32.0
OBA0020,21797,2021-08-27 18:27:04.000,OBA0020,21797,2021-08-27 18:27:04.000,202109,OB202109002,XVE1,北電一,0.0
OBA0020,21797,2021-08-27 18:27:04.000,OBA0020,21797,2021-08-27 18:27:04.000,202109,OB202109002,XVE2,南電銷,0.0
OBA0020,21797,2021-08-27 18:27:04.000,OBA0020,21797,2021-08-27 18:27:04.000,202109,OB202109002,XVE3,北電二,100.0
OBA0020,21797,2021-08-27 18:27:04.000,OBA0020,21797,2021-08-27 18:27:04.000,202109,OB202109002,XVE4,中區電銷,0.0
OBA0020,21797,2021-08-31 09:45:47.000,OBA0020,21797,2021-08-31 09:45:47.000,202109,OB202109003,XVE1,北電一,42.0
OBA0020,21797,2021-08-31 09:45:47.000,OBA0020,21797,2021-08-31 09:45:47.000,202109,OB202109003,XVE2,南電銷,26.0
OBA0020,21797,2021-08-31 09:45:47.000,OBA0020,21797,2021-08-31 09:45:47.000,202109,OB202109003,XVE3,北電二,0.0
OBA0020,21797,2021-08-31 09:45:47.000,OBA0020,21797,2021-08-31 09:45:47.000,202109,OB202109003,XVE4,中區電銷,32.0
OBA0020,21797,2021-08-31 09:45:07.000,OBA0020,21797,2021-08-31 09:45:07.000,202109,OB202109004,XVE1,北電一,42.0
OBA0020,21797,2021-08-31 09:45:07.000,OBA0020,21797,2021-08-31 09:45:07.000,202109,OB202109004,XVE2,南電銷,26.0
OBA0020,21797,2021-08-31 09:45:07.000,OBA0020,21797,2021-08-31 09:45:07.000,202109,OB202109004,XVE3,北電二,0.0
OBA0020,21797,2021-08-31 09:45:07.000,OBA0020,21797,2021-08-31 09:45:07.000,202109,OB202109004,XVE4,中區電銷,32.0
OBA0020,21797,2021-08-31 09:44:37.000,OBA0020,21797,2021-08-31 09:44:37.000,202109,OB202109005,XVE1,北電一,42.0
OBA0020,21797,2021-08-31 09:44:37.000,OBA0020,21797,2021-08-31 09:44:37.000,202109,OB202109005,XVE2,南電銷,26.0
OBA0020,21797,2021-08-31 09:44:37.000,OBA0020,21797,2021-08-31 09:44:37.000,202109,OB202109005,XVE3,北電二,0.0
OBA0020,21797,2021-08-31 09:44:37.000,OBA0020,21797,2021-08-31 09:44:37.000,202109,OB202109005,XVE4,中區電銷,32.0
OBA0020,21797,2021-08-31 09:43:26.000,OBA0020,21797,2021-08-31 09:43:26.000,202109,OB202109006,XVE1,北電一,42.0
OBA0020,21797,2021-08-31 09:43:26.000,OBA0020,21797,2021-08-31 09:43:26.000,202109,OB202109006,XVE2,南電銷,26.0
OBA0020,21797,2021-08-31 09:43:26.000,OBA0020,21797,2021-08-31 09:43:26.000,202109,OB202109006,XVE3,北電二,0.0
OBA0020,21797,2021-08-31 09:43:26.000,OBA0020,21797,2021-08-31 09:43:26.000,202109,OB202109006,XVE4,中區電銷,32.0
OBA0020,21797,2021-08-27 18:28:42.000,OBA0020,21797,2021-08-27 18:28:42.000,202109,OB202109007,XVE1,北電一,42.0
OBA0020,21797,2021-08-27 18:28:42.000,OBA0020,21797,2021-08-27 18:28:42.000,202109,OB202109007,XVE2,南電銷,26.0
OBA0020,21797,2021-08-27 18:28:42.000,OBA0020,21797,2021-08-27 18:28:42.000,202109,OB202109007,XVE3,北電二,0.0
OBA0020,21797,2021-08-27 18:28:42.000,OBA0020,21797,2021-08-27 18:28:42.000,202109,OB202109007,XVE4,中區電銷,32.0
OBA0020,21797,2021-09-28 10:53:58.000,OBA0020,21797,2021-09-28 10:53:58.000,202110,OB202110001,XVE1,北區電銷1,38.0
OBA0020,21797,2021-09-28 10:53:58.000,OBA0020,21797,2021-09-28 10:53:58.000,202110,OB202110001,XVE2,南區電銷,29.0
OBA0020,21797,2021-09-28 10:53:58.000,OBA0020,21797,2021-09-28 10:53:58.000,202110,OB202110001,XVE3,北區電銷2,0.0
OBA0020,21797,2021-09-28 10:53:58.000,OBA0020,21797,2021-09-28 10:53:58.000,202110,OB202110001,XVE4,中區電銷,33.0
OBA0020,21797,2021-09-28 10:24:33.303,OBA0020,21797,2021-09-28 10:24:33.303,202110,OB202110002,XVE1,北區電銷1,0.0
OBA0020,21797,2021-09-28 10:24:33.303,OBA0020,21797,2021-09-28 10:24:33.303,202110,OB202110002,XVE2,南區電銷,0.0
OBA0020,21797,2021-09-28 10:24:33.303,OBA0020,21797,2021-09-28 10:24:33.303,202110,OB202110002,XVE3,北區電銷2,100.0
OBA0020,21797,2021-09-28 10:24:33.303,OBA0020,21797,2021-09-28 10:24:33.303,202110,OB202110002,XVE4,中區電銷,0.0
OBA0020,21797,2021-09-28 10:54:36.000,OBA0020,21797,2021-09-28 10:54:36.000,202110,OB202110003,XVE1,北區電銷1,38.0
OBA0020,21797,2021-09-28 10:54:36.000,OBA0020,21797,2021-09-28 10:54:36.000,202110,OB202110003,XVE2,南區電銷,29.0
OBA0020,21797,2021-09-28 10:54:36.000,OBA0020,21797,2021-09-28 10:54:36.000,202110,OB202110003,XVE3,北區電銷2,0.0
OBA0020,21797,2021-09-28 10:54:36.000,OBA0020,21797,2021-09-28 10:54:36.000,202110,OB202110003,XVE4,中區電銷,33.0
OBA0020,21797,2021-09-28 10:55:14.000,OBA0020,21797,2021-09-28 10:55:14.000,202110,OB202110004,XVE1,北區電銷1,38.0
OBA0020,21797,2021-09-28 10:55:14.000,OBA0020,21797,2021-09-28 10:55:14.000,202110,OB202110004,XVE2,南區電銷,29.0
OBA0020,21797,2021-09-28 10:55:14.000,OBA0020,21797,2021-09-28 10:55:14.000,202110,OB202110004,XVE3,北區電銷2,0.0
OBA0020,21797,2021-09-28 10:55:14.000,OBA0020,21797,2021-09-28 10:55:14.000,202110,OB202110004,XVE4,中區電銷,33.0
OBA0020,21797,2021-09-28 10:55:46.000,OBA0020,21797,2021-09-28 10:55:46.000,202110,OB202110005,XVE1,北區電銷1,38.0
OBA0020,21797,2021-09-28 10:55:46.000,OBA0020,21797,2021-09-28 10:55:46.000,202110,OB202110005,XVE2,南區電銷,29.0
OBA0020,21797,2021-09-28 10:55:46.000,OBA0020,21797,2021-09-28 10:55:46.000,202110,OB202110005,XVE3,北區電銷2,0.0
OBA0020,21797,2021-09-28 10:55:46.000,OBA0020,21797,2021-09-28 10:55:46.000,202110,OB202110005,XVE4,中區電銷,33.0
OBA0020,21797,2021-09-28 10:56:14.000,OBA0020,21797,2021-09-28 10:56:14.000,202110,OB202110006,XVE1,北區電銷1,38.0
OBA0020,21797,2021-09-28 10:56:14.000,OBA0020,21797,2021-09-28 10:56:14.000,202110,OB202110006,XVE2,南區電銷,29.0
OBA0020,21797,2021-09-28 10:56:14.000,OBA0020,21797,2021-09-28 10:56:14.000,202110,OB202110006,XVE3,北區電銷2,0.0
OBA0020,21797,2021-09-28 10:56:14.000,OBA0020,21797,2021-09-28 10:56:14.000,202110,OB202110006,XVE4,中區電銷,33.0
OBA0020,21797,2021-09-28 10:24:03.000,OBA0020,21797,2021-09-28 10:24:03.000,202110,OB202110007,XVE1,北區電銷1,0.0
OBA0020,21797,2021-09-28 10:24:03.000,OBA0020,21797,2021-09-28 10:24:03.000,202110,OB202110007,XVE2,南區電銷,0.0
OBA0020,21797,2021-09-28 10:24:03.000,OBA0020,21797,2021-09-28 10:24:03.000,202110,OB202110007,XVE3,北區電銷2,100.0
OBA0020,21797,2021-09-28 10:24:03.000,OBA0020,21797,2021-09-28 10:24:03.000,202110,OB202110007,XVE4,中區電銷,0.0
OBA0020,21797,2021-10-26 11:06:43.000,OBA0020,21797,2021-10-26 11:06:43.000,202111,OB202111001,XVE1,北區電銷1,37.0
OBA0020,21797,2021-10-26 11:06:43.000,OBA0020,21797,2021-10-26 11:06:43.000,202111,OB202111001,XVE2,南區電銷,31.0
OBA0020,21797,2021-10-26 11:06:43.000,OBA0020,21797,2021-10-26 11:06:43.000,202111,OB202111001,XVE3,北區電銷2,0.0
OBA0020,21797,2021-10-26 11:06:43.000,OBA0020,21797,2021-10-26 11:06:43.000,202111,OB202111001,XVE4,中區電銷,32.0
OBA0020,21797,2021-10-26 15:10:39.000,OBA0020,21797,2021-10-26 15:10:39.000,202111,OB202111002,XVE1,北區電銷1,0.0
OBA0020,21797,2021-10-26 15:10:39.000,OBA0020,21797,2021-10-26 15:10:39.000,202111,OB202111002,XVE2,南區電銷,0.0
OBA0020,21797,2021-10-26 15:10:39.000,OBA0020,21797,2021-10-26 15:10:39.000,202111,OB202111002,XVE3,北區電銷2,100.0
OBA0020,21797,2021-10-26 15:10:39.000,OBA0020,21797,2021-10-26 15:10:39.000,202111,OB202111002,XVE4,中區電銷,0.0
OBA0020,21797,2021-10-26 11:07:52.000,OBA0020,21797,2021-10-26 11:07:52.000,202111,OB202111003,XVE1,北區電銷1,37.0
OBA0020,21797,2021-10-26 11:07:52.000,OBA0020,21797,2021-10-26 11:07:52.000,202111,OB202111003,XVE2,南區電銷,31.0
OBA0020,21797,2021-10-26 11:07:52.000,OBA0020,21797,2021-10-26 11:07:52.000,202111,OB202111003,XVE3,北區電銷2,0.0
OBA0020,21797,2021-10-26 11:07:52.000,OBA0020,21797,2021-10-26 11:07:52.000,202111,OB202111003,XVE4,中區電銷,32.0
OBA0020,21797,2021-10-26 11:08:28.000,OBA0020,21797,2021-10-26 11:08:28.000,202111,OB202111004,XVE1,北區電銷1,37.0
OBA0020,21797,2021-10-26 11:08:28.000,OBA0020,21797,2021-10-26 11:08:28.000,202111,OB202111004,XVE2,南區電銷,31.0
OBA0020,21797,2021-10-26 11:08:28.000,OBA0020,21797,2021-10-26 11:08:28.000,202111,OB202111004,XVE3,北區電銷2,0.0
OBA0020,21797,2021-10-26 11:08:28.000,OBA0020,21797,2021-10-26 11:08:28.000,202111,OB202111004,XVE4,中區電銷,32.0
OBA0020,21797,2021-10-26 11:09:06.000,OBA0020,21797,2021-10-26 11:09:06.000,202111,OB202111005,XVE1,北區電銷1,37.0
OBA0020,21797,2021-10-26 11:09:06.000,OBA0020,21797,2021-10-26 11:09:06.000,202111,OB202111005,XVE2,南區電銷,31.0
OBA0020,21797,2021-10-26 11:09:06.000,OBA0020,21797,2021-10-26 11:09:06.000,202111,OB202111005,XVE3,北區電銷2,0.0
OBA0020,21797,2021-10-26 11:09:06.000,OBA0020,21797,2021-10-26 11:09:06.000,202111,OB202111005,XVE4,中區電銷,32.0
OBA0020,21797,2021-10-26 11:10:07.000,OBA0020,21797,2021-10-26 11:10:07.000,202111,OB202111006,XVE1,北區電銷1,37.0
OBA0020,21797,2021-10-26 11:10:07.000,OBA0020,21797,2021-10-26 11:10:07.000,202111,OB202111006,XVE2,南區電銷,31.0
OBA0020,21797,2021-10-26 11:10:07.000,OBA0020,21797,2021-10-26 11:10:07.000,202111,OB202111006,XVE3,北區電銷2,0.0
OBA0020,21797,2021-10-26 11:10:07.000,OBA0020,21797,2021-10-26 11:10:07.000,202111,OB202111006,XVE4,中區電銷,32.0
OBA0020,21797,2021-10-26 15:09:33.000,OBA0020,21797,2021-10-26 15:09:33.000,202111,OB202111007,XVE1,北區電銷1,0.0
OBA0020,21797,2021-10-26 15:09:33.000,OBA0020,21797,2021-10-26 15:09:33.000,202111,OB202111007,XVE2,南區電銷,0.0
OBA0020,21797,2021-10-26 15:09:33.000,OBA0020,21797,2021-10-26 15:09:33.000,202111,OB202111007,XVE3,北區電銷2,100.0
OBA0020,21797,2021-10-26 15:09:33.000,OBA0020,21797,2021-10-26 15:09:33.000,202111,OB202111007,XVE4,中區電銷,0.0
OBA0020,21797,2021-11-29 11:07:07.000,OBA0020,21797,2021-11-29 11:07:07.000,202112,OB202112001,XVE1,北區電銷1,37.0
OBA0020,21797,2021-11-29 11:07:07.000,OBA0020,21797,2021-11-29 11:07:07.000,202112,OB202112001,XVE2,南區電銷,31.0
OBA0020,21797,2021-11-29 11:07:07.000,OBA0020,21797,2021-11-29 11:07:07.000,202112,OB202112001,XVE3,北區電銷2,0.0
OBA0020,21797,2021-11-29 11:07:07.000,OBA0020,21797,2021-11-29 11:07:07.000,202112,OB202112001,XVE4,中區電銷,32.0
OBA0020,21797,2021-11-29 11:11:47.000,OBA0020,21797,2021-11-29 11:11:47.000,202112,OB202112002,XVE1,北區電銷1,0.0
OBA0020,21797,2021-11-29 11:11:47.000,OBA0020,21797,2021-11-29 11:11:47.000,202112,OB202112002,XVE2,南區電銷,0.0
OBA0020,21797,2021-11-29 11:11:47.000,OBA0020,21797,2021-11-29 11:11:47.000,202112,OB202112002,XVE3,北區電銷2,100.0
OBA0020,21797,2021-11-29 11:11:47.000,OBA0020,21797,2021-11-29 11:11:47.000,202112,OB202112002,XVE4,中區電銷,0.0
OBA0020,21797,2021-11-29 11:19:33.000,OBA0020,21797,2021-11-29 11:19:33.000,202112,OB202112003,XVE1,北區電銷1,37.0
OBA0020,21797,2021-11-29 11:19:33.000,OBA0020,21797,2021-11-29 11:19:33.000,202112,OB202112003,XVE2,南區電銷,31.0
OBA0020,21797,2021-11-29 11:19:33.000,OBA0020,21797,2021-11-29 11:19:33.000,202112,OB202112003,XVE3,北區電銷2,0.0
OBA0020,21797,2021-11-29 11:19:33.000,OBA0020,21797,2021-11-29 11:19:33.000,202112,OB202112003,XVE4,中區電銷,32.0
OBA0020,21797,2021-11-29 11:29:48.000,OBA0020,21797,2021-11-29 11:29:48.000,202112,OB202112004,XVE1,北區電銷1,37.0
OBA0020,21797,2021-11-29 11:29:48.000,OBA0020,21797,2021-11-29 11:29:48.000,202112,OB202112004,XVE2,南區電銷,31.0
OBA0020,21797,2021-11-29 11:29:48.000,OBA0020,21797,2021-11-29 11:29:48.000,202112,OB202112004,XVE3,北區電銷2,0.0
OBA0020,21797,2021-11-29 11:29:48.000,OBA0020,21797,2021-11-29 11:29:48.000,202112,OB202112004,XVE4,中區電銷,32.0
OBA0020,21797,2021-11-29 11:30:33.000,OBA0020,21797,2021-11-29 11:30:33.000,202112,OB202112005,XVE1,北區電銷1,37.0
OBA0020,21797,2021-11-29 11:30:33.000,OBA0020,21797,2021-11-29 11:30:33.000,202112,OB202112005,XVE2,南區電銷,31.0
OBA0020,21797,2021-11-29 11:30:33.000,OBA0020,21797,2021-11-29 11:30:33.000,202112,OB202112005,XVE3,北區電銷2,0.0
OBA0020,21797,2021-11-29 11:30:33.000,OBA0020,21797,2021-11-29 11:30:33.000,202112,OB202112005,XVE4,中區電銷,32.0
OBA0020,21797,2021-11-29 11:31:57.000,OBA0020,21797,2021-11-29 11:31:57.000,202112,OB202112006,XVE1,北區電銷1,37.0
OBA0020,21797,2021-11-29 11:31:57.000,OBA0020,21797,2021-11-29 11:31:57.000,202112,OB202112006,XVE2,南區電銷,31.0
OBA0020,21797,2021-11-29 11:31:57.000,OBA0020,21797,2021-11-29 11:31:57.000,202112,OB202112006,XVE3,北區電銷2,0.0
OBA0020,21797,2021-11-29 11:31:57.000,OBA0020,21797,2021-11-29 11:31:57.000,202112,OB202112006,XVE4,中區電銷,32.0
OBA0020,21797,2021-11-29 11:32:28.000,OBA0020,21797,2021-11-29 11:32:28.000,202112,OB202112007,XVE1,北區電銷1,0.0
OBA0020,21797,2021-11-29 11:32:28.000,OBA0020,21797,2021-11-29 11:32:28.000,202112,OB202112007,XVE2,南區電銷,0.0
OBA0020,21797,2021-11-29 11:32:28.000,OBA0020,21797,2021-11-29 11:32:28.000,202112,OB202112007,XVE3,北區電銷2,100.0
OBA0020,21797,2021-11-29 11:32:28.000,OBA0020,21797,2021-11-29 11:32:28.000,202112,OB202112007,XVE4,中區電銷,0.0
OBA0020,21797,2021-12-29 08:43:10.000,OBA0020,21797,2021-12-29 08:43:10.000,202201,OB202201001,XVE1,北區電銷1,41.0
OBA0020,21797,2021-12-29 08:43:10.000,OBA0020,21797,2021-12-29 08:43:10.000,202201,OB202201001,XVE2,南區電銷,28.0
OBA0020,21797,2021-12-29 08:43:10.000,OBA0020,21797,2021-12-29 08:43:10.000,202201,OB202201001,XVE3,北區電銷2,0.0
OBA0020,21797,2021-12-29 08:43:10.000,OBA0020,21797,2021-12-29 08:43:10.000,202201,OB202201001,XVE4,中區電銷,31.0
OBA0020,21797,2021-12-27 15:47:54.000,OBA0020,21797,2021-12-27 15:47:54.000,202201,OB202201002,XVE1,北區電銷1,0.0
OBA0020,21797,2021-12-27 15:47:54.000,OBA0020,21797,2021-12-27 15:47:54.000,202201,OB202201002,XVE2,南區電銷,0.0
OBA0020,21797,2021-12-27 15:47:54.000,OBA0020,21797,2021-12-27 15:47:54.000,202201,OB202201002,XVE3,北區電銷2,100.0
OBA0020,21797,2021-12-27 15:47:54.000,OBA0020,21797,2021-12-27 15:47:54.000,202201,OB202201002,XVE4,中區電銷,0.0
OBA0020,21797,2021-12-24 09:44:51.000,OBA0020,21797,2021-12-24 09:44:51.000,202201,OB202201003,XVE1,北區電銷1,43.0
OBA0020,21797,2021-12-24 09:44:51.000,OBA0020,21797,2021-12-24 09:44:51.000,202201,OB202201003,XVE2,南區電銷,26.0
OBA0020,21797,2021-12-24 09:44:51.000,OBA0020,21797,2021-12-24 09:44:51.000,202201,OB202201003,XVE3,北區電銷2,1.0
OBA0020,21797,2021-12-24 09:44:51.000,OBA0020,21797,2021-12-24 09:44:51.000,202201,OB202201003,XVE4,中區電銷,30.0
OBA0020,21797,2021-12-24 09:42:58.000,OBA0020,21797,2021-12-24 09:42:58.000,202201,OB202201004,XVE1,北區電銷1,43.0
OBA0020,21797,2021-12-24 09:42:58.000,OBA0020,21797,2021-12-24 09:42:58.000,202201,OB202201004,XVE2,南區電銷,26.0
OBA0020,21797,2021-12-24 09:42:58.000,OBA0020,21797,2021-12-24 09:42:58.000,202201,OB202201004,XVE3,北區電銷2,1.0
OBA0020,21797,2021-12-24 09:42:58.000,OBA0020,21797,2021-12-24 09:42:58.000,202201,OB202201004,XVE4,中區電銷,30.0
OBA0020,21797,2021-12-24 09:42:25.000,OBA0020,21797,2021-12-24 09:42:25.000,202201,OB202201005,XVE1,北區電銷1,43.0
OBA0020,21797,2021-12-24 09:42:25.000,OBA0020,21797,2021-12-24 09:42:25.000,202201,OB202201005,XVE2,南區電銷,26.0
OBA0020,21797,2021-12-24 09:42:25.000,OBA0020,21797,2021-12-24 09:42:25.000,202201,OB202201005,XVE3,北區電銷2,1.0
OBA0020,21797,2021-12-24 09:42:25.000,OBA0020,21797,2021-12-24 09:42:25.000,202201,OB202201005,XVE4,中區電銷,30.0
OBA0020,21797,2021-12-24 09:42:10.000,OBA0020,21797,2021-12-24 09:42:10.000,202201,OB202201006,XVE1,北區電銷1,43.0
OBA0020,21797,2021-12-24 09:42:10.000,OBA0020,21797,2021-12-24 09:42:10.000,202201,OB202201006,XVE2,南區電銷,26.0
OBA0020,21797,2021-12-24 09:42:10.000,OBA0020,21797,2021-12-24 09:42:10.000,202201,OB202201006,XVE3,北區電銷2,1.0
OBA0020,21797,2021-12-24 09:42:10.000,OBA0020,21797,2021-12-24 09:42:10.000,202201,OB202201006,XVE4,中區電銷,30.0
